TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE
INFORMATION_SCHEMA,DATABASES,COMMENT,4,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,DATABASES,CREATED,5,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,DATABASES,LAST_ALTERED,6,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,DATABASES,RETENTION_TIME,7,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,DATABASES,TYPE,8,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,OBJECT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,OBJECT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,OBJECT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,OBJECT_TYPE,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,COLLECTION_TYPE_IDENTIFIER,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,DATA_TYPE,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,CHARACTER_MAXIMUM_LENGTH,7,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,CHARACTER_OCTET_LENGTH,8,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,NUMERIC_PRECISION,9,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,NUMERIC_PRECISION_RADIX,10,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,NUMERIC_SCALE,11,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,DATETIME_PRECISION,12,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,INTERVAL_TYPE,13,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,INTERVAL_PRECISION,14,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,CHARACTER_SET_CATALOG,15,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,CHARACTER_SET_SCHEMA,16,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,CHARACTER_SET_NAME,17,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,COLLATION_CATALOG,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,COLLATION_SCHEMA,19,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,COLLATION_NAME,20,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,UDT_CATALOG,21,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,UDT_SCHEMA,22,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,UDT_NAME,23,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,SCOPE_CATALOG,24,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,SCOPE_SCHEMA,25,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,SCOPE_NAME,26,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ELEMENT_TYPES,MAXIMUM_CARDINALITY,27,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,ELEMENT_TYPES,DTD_IDENTIFIER,28,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,ENABLED_ROLES,ROLE_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,ENABLED_ROLES,ROLE_OWNER,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EVENT_TABLES,TABLE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EVENT_TABLES,TABLE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EVENT_TABLES,TABLE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EVENT_TABLES,TABLE_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EVENT_TABLES,CREATED,5,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,EVENT_TABLES,LAST_ALTERED,6,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,EVENT_TABLES,COMMENT,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,TABLE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,TABLE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,TABLE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,TABLE_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,CREATED,5,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,LAST_ALTERED,6,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,LAST_DDL,7,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,LAST_DDL_BY,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,COMMENT,9,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,LOCATION,10,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,FILE_FORMAT_NAME,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,EXTERNAL_TABLES,FILE_FORMAT_TYPE,12,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,OBJECT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,OBJECT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,OBJECT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,OBJECT_TYPE,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,ROW_IDENTIFIER,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,FIELD_NAME,6,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,ORDINAL_POSITION,7,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,DATA_TYPE,8,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,CHARACTER_MAXIMUM_LENGTH,9,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,CHARACTER_OCTET_LENGTH,10,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,NUMERIC_PRECISION,11,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,NUMERIC_PRECISION_RADIX,12,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,NUMERIC_SCALE,13,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,DATETIME_PRECISION,14,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,INTERVAL_TYPE,15,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,INTERVAL_PRECISION,16,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,CHARACTER_SET_CATALOG,17,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,CHARACTER_SET_SCHEMA,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,CHARACTER_SET_NAME,19,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,COLLATION_CATALOG,20,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,COLLATION_SCHEMA,21,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,COLLATION_NAME,22,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,UDT_CATALOG,23,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,UDT_SCHEMA,24,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,UDT_NAME,25,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,SCOPE_CATALOG,26,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,SCOPE_SCHEMA,27,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,SCOPE_NAME,28,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FIELDS,MAXIMUM_CARDINALITY,29,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FIELDS,DTD_IDENTIFIER,30,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_TYPE,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,RECORD_DELIMITER,6,,YES,TEXT,1.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FIELD_DELIMITER,7,,YES,TEXT,1.0,,
INFORMATION_SCHEMA,FILE_FORMATS,SKIP_HEADER,8,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FILE_FORMATS,DATE_FORMAT,9,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,TIME_FORMAT,10,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,TIMESTAMP_FORMAT,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,BINARY_FORMAT,12,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,ESCAPE,13,,YES,TEXT,1.0,,
INFORMATION_SCHEMA,FILE_FORMATS,ESCAPE_UNENCLOSED_FIELD,14,,YES,TEXT,1.0,,
INFORMATION_SCHEMA,FILE_FORMATS,TRIM_SPACE,15,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,FIELD_OPTIONALLY_ENCLOSED_BY,16,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,NULL_IF,17,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,COMPRESSION,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,ERROR_ON_COLUMN_COUNT_MISMATCH,19,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FILE_FORMATS,CREATED,20,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,FILE_FORMATS,LAST_ALTERED,21,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,FILE_FORMATS,COMMENT,22,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,ARGUMENT_SIGNATURE,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,DATA_TYPE,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,CHARACTER_MAXIMUM_LENGTH,7,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,CHARACTER_OCTET_LENGTH,8,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_PRECISION,9,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_PRECISION_RADIX,10,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_SCALE,11,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_LANGUAGE,12,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_DEFINITION,13,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,VOLATILITY,14,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,IS_NULL_CALL,15,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,FUNCTIONS,IS_SECURE,16,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,FUNCTIONS,CREATED,17,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,FUNCTIONS,LAST_ALTERED,18,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,FUNCTIONS,COMMENT,19,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,IS_EXTERNAL,20,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,FUNCTIONS,API_INTEGRATION,21,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,CONTEXT_HEADERS,22,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,MAX_BATCH_ROWS,23,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,FUNCTIONS,REQUEST_TRANSLATOR,24,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,RESPONSE_TRANSLATOR,25,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,COMPRESSION,26,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,IMPORTS,27,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,HANDLER,28,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,TARGET_PATH,29,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,RUNTIME_VERSION,30,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,PACKAGES,31,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,INSTALLED_PACKAGES,32,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,IS_MEMOIZABLE,33,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,FUNCTIONS,EXTERNAL_ACCESS_INTEGRATIONS,34,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,SECRETS,35,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,FUNCTIONS,IS_DATA_METRIC,36,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,GIT_REPOSITORY_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,GIT_REPOSITORY_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,GIT_REPOSITORY_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,GIT_REPOSITORY_OWNER,4,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,ORIGIN,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,API_INTEGRATION,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,GIT_CREDENTIALS,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,COMMENT,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,CREATED,9,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,GIT_REPOSITORIES,LAST_ALTERED,10,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,INFORMATION_SCHEMA_CATALOG_NAME,CATALOG_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,SCHEMA_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,FILE_NAME,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,TABLE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,LAST_LOAD_TIME,4,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,LOAD_HISTORY,STATUS,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,ROW_COUNT,6,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,LOAD_HISTORY,ROW_PARSED,7,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,LOAD_HISTORY,FIRST_ERROR_MESSAGE,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,FIRST_ERROR_LINE_NUMBER,9,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,LOAD_HISTORY,FIRST_ERROR_CHARACTER_POSITION,10,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,LOAD_HISTORY,FIRST_ERROR_COL_NAME,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,LOAD_HISTORY,ERROR_COUNT,12,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,LOAD_HISTORY,ERROR_LIMIT,13,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,MODEL_VERSIONS,CATALOG_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,CATALOG_ID,2,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,MODEL_VERSIONS,SCHEMA_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,SCHEMA_ID,4,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,MODEL_VERSIONS,MODEL_NAME,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,MODEL_VERSION_NAME,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,VERSION_ALIASES,7,,YES,ARRAY,,,
INFORMATION_SCHEMA,MODEL_VERSIONS,COMMENT,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,MODEL_COMMENT,9,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,OWNER,10,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,CREATED_ON,11,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,MODEL_VERSIONS,LAST_ALTERED_ON,12,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,MODEL_VERSIONS,FUNCTIONS,13,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,MODEL_TYPE,14,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,PYTHON_VERSION,15,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,LANGUAGE,16,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,DEPENDENCIES,17,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,MODEL_VERSIONS,METADATA,18,,YES,OBJECT,,,
INFORMATION_SCHEMA,MODEL_VERSIONS,USERDATA,19,,YES,OBJECT,,,
SELF_STORAGE,MONTHLY_PRICE,ZIP,1,,YES,TEXT,10.0,,
SELF_STORAGE,MONTHLY_PRICE,LENGTH,2,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_PRICE,WIDTH,3,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_PRICE,CLIMATE_CONTROLLED,4,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,MONTHLY_PRICE,DRIVE_UP,5,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,MONTHLY_PRICE,YEAR_MONTH,6,,YES,DATE,,,
SELF_STORAGE,MONTHLY_PRICE,AVG_WEB_PRICE,7,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_PRICE,AVG_INSTORE_PRICE,8,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_SUMMARY,ZIP,1,,YES,TEXT,10.0,,
SELF_STORAGE,MONTHLY_SUMMARY,LENGTH,2,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_SUMMARY,WIDTH,3,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_SUMMARY,CLIMATE_CONTROLLED,4,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,MONTHLY_SUMMARY,DRIVE_UP,5,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,MONTHLY_SUMMARY,YEAR_MONTH,6,,YES,DATE,,,
SELF_STORAGE,MONTHLY_SUMMARY,AVG_WEB_PRICE,7,,YES,FLOAT,,,
SELF_STORAGE,MONTHLY_SUMMARY,AVG_INSTORE_PRICE,8,,YES,FLOAT,,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,GRANTOR,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,GRANTEE,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_CATALOG,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_SCHEMA,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_NAME,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_TYPE,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,PRIVILEGE_TYPE,7,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,IS_GRANTABLE,8,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,OBJECT_PRIVILEGES,CREATED,9,,YES,TIMESTAMP_LTZ,,,
MULTIFAMILY,OCC_FORECAST_04242024,SERIES,1,,YES,VARIANT,,,
MULTIFAMILY,OCC_FORECAST_04242024,TS,2,,YES,TIMESTAMP_NTZ,,,
MULTIFAMILY,OCC_FORECAST_04242024,FORECAST,3,,YES,FLOAT,,,
MULTIFAMILY,OCC_FORECAST_04242024,LOWER_BOUND,4,,YES,FLOAT,,,
MULTIFAMILY,OCC_FORECAST_04242024,UPPER_BOUND,5,,YES,FLOAT,,,
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,MAINDIR,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,OPERATOR,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,ASSET,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,YEAR,4,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,MONTH,5,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,DATE,6,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,OPERATING_FACILITY_FILE_FINANCIALS,FILE,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,PACKAGES,PACKAGE_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PACKAGES,VERSION,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PACKAGES,LANGUAGE,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PACKAGES,RUNTIME_VERSION,4,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,PIPE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,PIPE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,PIPE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,PIPE_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,DEFINITION,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,PIPES,IS_AUTOINGEST_ENABLED,6,,YES,TEXT,3.0,,
