TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_DENTON,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_DENTON,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT_TYPE,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,TENANT_NAME,4,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,RENTAL_TERM_START,5,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,PAID_THROUGH,6,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,RENTAL_RATE,7,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PETALUMA,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,BUSINESS_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,FIRST_NAME,4,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,MIDDLE_NAME,5,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,LAST_NAME,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,ACCOUNT_ID,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_PETALUMA,RENTAL_TERM_START,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PETALUMA,PAID_THROUGH,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PETALUMA,RENTAL_RATE,10,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_PETALUMA,INSURANCE_PREMIUM,11,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_PETALUMA,AS_OF_DATE,12,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ROCHESTER,AS_OF_DATE,9,,YES,DATE,,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,REGION_GROUP,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,SNOWFLAKE_REGION,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,ACCOUNT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,DATABASE_NAME,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,COMMENT,5,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,CREATED,6,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,IS_PRIMARY,7,,NO,BOOLEAN,,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,PRIMARY,8,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,REPLICATION_ALLOWED_TO_ACCOUNTS,9,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_DATABASES,FAILOVER_ALLOWED_TO_ACCOUNTS,10,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,REGION_GROUP,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,SNOWFLAKE_REGION,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,CREATED_ON,3,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,ACCOUNT_NAME,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,NAME,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,TYPE,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,COMMENT,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,IS_PRIMARY,8,,NO,BOOLEAN,,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,PRIMARY,9,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,OBJECT_TYPES,10,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,ALLOWED_INTEGRATION_TYPES,11,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,ALLOWED_ACCOUNTS,12,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,ORGANIZATION_NAME,13,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,ACCOUNT_LOCATOR,14,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,REPLICATION_SCHEDULE,15,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,SECONDARY_STATE,16,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,NEXT_SCHEDULED_REFRESH,17,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,OWNER,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REPLICATION_GROUPS,IS_LISTING_AUTO_FULFILLMENT_GROUP,19,,NO,BOOLEAN,,,
YELP,REVIEW,BUSINESS_ID,1,,YES,TEXT,16777216.0,,
YELP,REVIEW,USER_ID,2,,YES,TEXT,16777216.0,,
YELP,REVIEW,REVIEW_ID,3,,YES,TEXT,16777216.0,,
YELP,REVIEW,DATE,4,,YES,DATE,,,
YELP,REVIEW,STARS,5,,YES,TEXT,16777216.0,,
YELP,REVIEW,COOL,6,,YES,NUMBER,,38.0,0.0
YELP,REVIEW,FUNNY,7,,YES,NUMBER,,38.0,0.0
YELP,REVIEW,USEFUL,8,,YES,NUMBER,,38.0,0.0
YELP,REVIEW,REVIEW,9,,YES,TEXT,16777216.0,,
SELF_STORAGE,RU_DATA_LOAD_CONTROL,LAST_LOAD_TIME,1,,YES,TIMESTAMP_NTZ,,,
INFORMATION_SCHEMA,SCHEMATA,CATALOG_NAME,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,SCHEMA_NAME,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,SCHEMA_OWNER,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,IS_TRANSIENT,4,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,SCHEMATA,IS_MANAGED_ACCESS,5,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,SCHEMATA,RETENTION_TIME,6,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_CATALOG,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_SCHEMA,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_NAME,9,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,SQL_PATH,10,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SCHEMATA,CREATED,11,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,SCHEMATA,LAST_ALTERED,12,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,SCHEMATA,COMMENT,13,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,DATA_TYPE,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,NUMERIC_PRECISION,6,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,SEQUENCES,NUMERIC_PRECISION_RADIX,7,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,SEQUENCES,NUMERIC_SCALE,8,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,SEQUENCES,START_VALUE,9,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,MINIMUM_VALUE,10,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,MAXIMUM_VALUE,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,NEXT_VALUE,12,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,INCREMENT,13,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,SEQUENCES,CYCLE_OPTION,14,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,SEQUENCES,CREATED,15,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,SEQUENCES,LAST_ALTERED,16,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,SEQUENCES,ORDERED,17,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,SEQUENCES,COMMENT,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_URL,4,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_REGION,5,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_TYPE,6,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,STAGE_OWNER,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,COMMENT,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,CREATED,9,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,STAGES,LAST_ALTERED,10,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,STAGES,ENDPOINT,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STAGES,DIRECTORY_ENABLED,12,,YES,BOOLEAN,,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_OWNER,4,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_ROOT_LOCATION,5,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_MAIN_FILE,6,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_QUERY_WAREHOUSE,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_URL_ID,8,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,CREATED,9,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,STREAMLITS,LAST_ALTERED,10,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,STREAMLITS,COMMENT,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,STREAMLITS,STREAMLIT_TITLE,12,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,TABLE_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,TABLE_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,TABLE_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,TABLE_OWNER,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,TABLE_TYPE,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,IS_TRANSIENT,6,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,CLUSTERING_KEY,7,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,ROW_COUNT,8,,YES,NUMBER,,38.0,0.0
INFORMATION_SCHEMA,TABLES,BYTES,9,,YES,NUMBER,,38.0,0.0
INFORMATION_SCHEMA,TABLES,RETENTION_TIME,10,,YES,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLES,SELF_REFERENCING_COLUMN_NAME,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,REFERENCE_GENERATION,12,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,USER_DEFINED_TYPE_CATALOG,13,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,USER_DEFINED_TYPE_SCHEMA,14,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,USER_DEFINED_TYPE_NAME,15,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,IS_INSERTABLE_INTO,16,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,IS_TYPED,17,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,COMMIT_ACTION,18,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,CREATED,19,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLES,LAST_ALTERED,20,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLES,LAST_DDL,21,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLES,LAST_DDL_BY,22,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,AUTO_CLUSTERING_ON,23,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,COMMENT,24,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLES,IS_TEMPORARY,25,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,IS_ICEBERG,26,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,IS_DYNAMIC,27,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLES,IS_IMMUTABLE,28,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,TABLE_CATALOG,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,TABLE_SCHEMA,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,TABLE_NAME,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_TYPE,7,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,IS_DEFERRABLE,8,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,INITIALLY_DEFERRED,9,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,ENFORCED,10,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,COMMENT,11,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CREATED,12,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,LAST_ALTERED,13,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLE_CONSTRAINTS,RELY,14,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,GRANTOR,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,GRANTEE,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_CATALOG,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_SCHEMA,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_NAME,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,PRIVILEGE_TYPE,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,IS_GRANTABLE,7,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,WITH_HIERARCHY,8,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_PRIVILEGES,CREATED,9,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,TABLE_CATALOG,1,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,TABLE_SCHEMA,2,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,TABLE_NAME,3,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,ID,4,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,CLONE_GROUP_ID,5,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,IS_TRANSIENT,6,,YES,TEXT,3.0,,
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,ACTIVE_BYTES,7,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,TIME_TRAVEL_BYTES,8,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,FAILSAFE_BYTES,9,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,RETAINED_FOR_CLONE_BYTES,10,,NO,NUMBER,,9.0,0.0
INFORMATION_SCHEMA,TABLE_STORAGE_METRICS,TABLE_CREATED,11,,YES,TIMESTAMP_LTZ,,,
